locus_tag	string_id	gene_class	gene_name	annotation
KOIAIB_03230	511145.b3034	core	nudF	ADP-ribose
KOIAIB_03509	511145.b3301	core	rplO	50S
KOIAIB_03541	511145.b3333	accessory	group_2914	type
KOIAIB_01603	511145.b1502	core	ydeQ	Uncharacterized
KOIAIB_04646	511145.b4340	accessory	gntR~~~yjiR	GntR
KOIAIB_00380	511145.b0348	accessory	group_2651	3-carboxyethylcatechol
KOIAIB_00590	511145.b0544	accessory	group_1986	Uncharacterized
KOIAIB_03712	511145.b3499	core	rlmJ	23S
KOIAIB_01699	511145.b1594	core	mlc	Transcriptional
KOIAIB_03719	511145.b3503	core	group_2458	glutaredoxin-dependent
KOIAIB_03790	511145.b3563	core	yiaB	inner
KOIAIB_03010	511145.b2822	core	recC	exodeoxyribonuclease
KOIAIB_01492	511145.b1396	accessory	paaI	hydroxyphenylacetyl-CoA
KOIAIB_01656	511145.b1553	accessory	rzpQ	DUF2514
KOIAIB_01753	511145.b1646	core	sodC	hypothetical
KOIAIB_01823	511145.b1710	core	btuE	bifunctional
KOIAIB_02374	511145.b2218	core	group_333	response
KOIAIB_01913	511145.b1796	core	yoaG	Protein;Protein
KOIAIB_01721	511145.b1615	core	uidC	Outer
KOIAIB_03717	511145.b3501	accessory	group_1558	As(III)-sensing
KOIAIB_02388	511145.b2232	core	ubiG	bifunctional
KOIAIB_03820	511145.b3590	core	selB	selenocysteine-specific
KOIAIB_04108	511145.b3863	core	polA	DNA
KOIAIB_00768	511145.b0711	core	pxpB	5-oxoprolinase
KOIAIB_03962	511145.b3723	accessory	bglG	transcriptional
KOIAIB_04115	511145.b3867	core	hemN	oxygen-independent
KOIAIB_04377	511145.b4095	core	phnM	alpha-D-ribose
KOIAIB_04620	511145.b4317	accessory	fimD	Outer
KOIAIB_00105	511145.b0098	core	group_790	preprotein
KOIAIB_03650	511145.b3441	core	yhhY	GNAT
KOIAIB_03986	511145.b3745	core	group_777	ATPase
KOIAIB_02720	511145.b2542	accessory	hcaD	phenylpropionate
KOIAIB_01734	511145.b1628	core	rsxB	electron
KOIAIB_02040	511145.b1912	core	pgsA	CDP-diacylglycerol--glycerol-3-phosphate
KOIAIB_02178	511145.b2044	accessory	wcaL	colanic
KOIAIB_01874	511145.b1757	core	ynjE	Thiosulfate
KOIAIB_00740	511145.b0684	core	fldA	flavodoxin
KOIAIB_01083	511145.b1008	core	rutE	malonic
KOIAIB_01450	511145.b4527	accessory	ydfA~~~ydaF	DUF1391
KOIAIB_01484	511145.b1388	accessory	paaA	12-phenylacetyl-CoA
KOIAIB_01981	511145.b1859	core	group_4009	zinc
KOIAIB_00175	511145.b0163	core	yaeH	DUF3461
KOIAIB_00668	511145.b0612	core	citT	citrate/succinate
KOIAIB_02779	511145.b2592	core	clpB	ATP-dependent
KOIAIB_00817	511145.b0757	accessory	galK	galactokinase;Galactokinase
KOIAIB_03114	511145.b2918	accessory	meaB	methylmalonyl
KOIAIB_03117	511145.b2921	core	srsR	LysR
KOIAIB_04551	511145.b4255	core	rraB	ribonuclease
KOIAIB_03388	511145.b3186	core	group_9102	50S
KOIAIB_03456	511145.b3250	core	group_9148	rod
KOIAIB_03657	511145.b3447	core	ggt	gamma-glutamyltransferase
KOIAIB_02879	511145.b2696	core	group_7452	carbon
KOIAIB_02443	511145.b2283	core	nuoG	NADH-quinone
KOIAIB_02005	511145.b1878	core	flhE	flagellar
KOIAIB_02074	511145.b1947	accessory	group_8961	flagellar
KOIAIB_02110	511145.b1982	core	amn	AMP
KOIAIB_03250	511145.b4666	core	ibsE	Small
KOIAIB_04323	511145.b4051	core	qorA	Quinone
KOIAIB_04539	511145.b4241	core	treR	trehalose
KOIAIB_04670	511145.b4364	core	yjjP	Inner
KOIAIB_00086	511145.b0080	core	cra	catabolite
KOIAIB_00298	511145.b0271	accessory	yagH	Putative
KOIAIB_01529	511145.b1429	core	tehA	Potassium-tellurite
KOIAIB_00963	511145.b0892	core	group_8832	replication-associated
KOIAIB_03744	511145.b3525	core	pdeH	cyclic-guanylate-specific
KOIAIB_01336	511145.b1251	core	yciI	YciI
KOIAIB_00988	511145.b0916	core	ycaQ	Uncharacterized
KOIAIB_02089	511145.b1962	accessory	yedJ	phosphohydrolase;Uncharacterized
KOIAIB_02263	511145.b2120	core	yehM	DUF5682
KOIAIB_04133	511145.b3881	accessory	yihT	sulfofructosephosphate
KOIAIB_03686	511145.b3476	core	nikA	nickel
KOIAIB_03993	511145.b3752	core	group_2748	ribokinase
KOIAIB_04148	511145.b3895	core	fdhD	formate
KOIAIB_01880	511145.b1763	core	topB	DNA
KOIAIB_00352	511145.b0323	accessory	yahI	Carbamate
KOIAIB_00394	511145.b0355	core	fghA	S-formylglutathione
KOIAIB_00426	511145.b0387	core	yaiI	YaiI/YqxD
KOIAIB_00459	511145.b0419	core	yajO	Putative
KOIAIB_00531	511145.b0484	core	copA	copper-exporting
KOIAIB_00299	511145.b0272	accessory	kdgR~~~xynR	Transcriptional
KOIAIB_00371	511145.b0340	accessory	cynS	hypothetical
KOIAIB_01065	511145.b4517	core	group_8881	Protein
KOIAIB_00899	511145.b0832	core	dppC~~~gsiD	Dipeptide
KOIAIB_03661	511145.b3451	core	ugpE	sn-glycerol-3-phosphate
KOIAIB_02198	511145.b2063	core	yegH	DDE-type
KOIAIB_00057	511145.b0055	core	djlA	co-chaperone
KOIAIB_01933	511145.b1815	core	pdeD	putative
KOIAIB_04413	511145.b4123	core	dcuB	anaerobic
KOIAIB_01212	511145.b1136	core	group_8900	NADP-dependent
KOIAIB_03596	511145.b3387	core	group_3608	adenine-specific
KOIAIB_03581	511145.b3371	accessory	frlB	fructoselysine
KOIAIB_04287	511145.b4022	core	rluF	23S
KOIAIB_04502	511145.b4207	core	fklB	FKBP-type
KOIAIB_00964	511145.b0893	core	group_8833	serine--tRNA
KOIAIB_01229	511145.b1154	accessory	stfP	Uncharacterized
KOIAIB_04172	511145.b3915	core	fieF	CDF
KOIAIB_02933	511145.b2749	core	ygbE	DUF3561
KOIAIB_03104	511145.b2910	core	group_6295	cell
KOIAIB_03208	511145.b3011	core	yqhD	alcohol
KOIAIB_02451	511145.b2290	core	alaA	alanine
KOIAIB_02367	511145.b2214	core	apbE	FAD:protein
KOIAIB_01489	511145.b1393	accessory	paaF	23-dehydroadipyl-CoA
KOIAIB_01619	511145.b1519	core	tam	trans-aconitate
KOIAIB_02711	511145.b2533	core	suhB	inositol-1-monophosphatase
KOIAIB_02376	511145.b2220	accessory	atoC	Acetoacetate
KOIAIB_04030	511145.b3790	core	rffC	dTDP-4-amino-46-dideoxy-D-galactose
KOIAIB_04146	511145.b3893	core	fdoH	formate
KOIAIB_02627	511145.b2460	core	eutQ	ethanolamine
KOIAIB_03929	511145.b4477	core	dgoA	2-dehydro-3-deoxy-6-phosphogalactonate
KOIAIB_04117	511145.b4686	core	yshB	YshB
KOIAIB_04151	511145.b3898	accessory	frvX	aminopeptidase
KOIAIB_00949	511145.b0879	core	macB	macrolide
KOIAIB_00488	511145.b0447	core	group_5496	DNA-binding
KOIAIB_04222	511145.b3962	core	group_9190	Si-specific
KOIAIB_02533	511145.b2371	core	yfdE	CoA:oxalate
KOIAIB_03058	511145.b2867	core	xdhB	xanthine
KOIAIB_04057	511145.b4482	core	yigE	phosphodiester
KOIAIB_04288	511145.b4023	core	yjbD	DUF3811
KOIAIB_04324	511145.b4052	core	dnaB	replicative
KOIAIB_01536	511145.b1435	core	rlhA	Putative
KOIAIB_00654	511145.b4512	core	ybdD	Uncharacterized
KOIAIB_02394	511145.b2236	core	yfaE	ferredoxin-like
KOIAIB_00138	511145.b0128	core	yadH	Inner
KOIAIB_00391	511145.b0353	accessory	group_1650	3-(3-hydroxy-phenyl)propionate
KOIAIB_02976	511145.b2791	core	truC	tRNA
KOIAIB_03150	511145.b2956	core	yggM	Uncharacterized
KOIAIB_03589	511145.b3380	core	yhfW	phosphopentomutase
KOIAIB_03627	511145.b3418	core	group_752	HTH-type
KOIAIB_04267	511145.b4004	core	zraR	sigma-54-dependent
KOIAIB_03611	511145.b3402	core	yhgE	Uncharacterized
KOIAIB_01831	511145.b1717	core	rpmI	50S
KOIAIB_01757	511145.b1650	core	nemA	N-ethylmaleimide
KOIAIB_00931	511145.b0861	core	group_8816	arginine
KOIAIB_00997	511145.b0925	core	group_8849	LD-transpeptidase
KOIAIB_01497	511145.b4674	accessory	ynbG	Uncharacterized
KOIAIB_01531	511145.b1431	core	ydcL	Uncharacterized
KOIAIB_04523	511145.b4226	core	ppa	inorganic
KOIAIB_04635	511145.b4330	core	yjiH	Uncharacterized
KOIAIB_00580	511145.b0534	accessory	sfmF	fimbria
KOIAIB_00863	511145.b0800	core	ybiB	DNA-binding
KOIAIB_04474	511145.b4179	core	group_9222	ribonuclease
KOIAIB_03889	511145.b3657	core	yicJ	glycoside-pentoside-hexuronide
KOIAIB_04336	511145.b4063	core	soxR	redox-sensitive
KOIAIB_00769	511145.b0712	core	pxpC	5-oxoprolinase
KOIAIB_03576	511145.b3366	core	nirD	nitrite
KOIAIB_01661	511145.b1557	accessory	cspB	cold
KOIAIB_01726	511145.b1620	core	malI	mal
KOIAIB_01928	511145.b1810	core	yoaC	Cytoplasmic
KOIAIB_02029	511145.b1902	core	ftnB	non-heme
KOIAIB_01310	511145.b1226	core	narJ	nitrate
KOIAIB_01576	511145.b1476	core	fdnI	formate
KOIAIB_01046	511145.b0973	core	hyaB	Ni/Fe-hydrogenase
KOIAIB_03540	511145.b3332	accessory	group_2613	type
KOIAIB_03872	511145.b3641	core	slmA	nucleoid
KOIAIB_01720	511145.b1614	core	ydgA	Protein
KOIAIB_01856	511145.b1740	core	nadE	ammonia-dependent
KOIAIB_04633	511145.b4328	core	iadA	beta-aspartyl-peptidase
KOIAIB_02485	511145.b2324	core	mnmC	bifunctional
KOIAIB_00170	511145.b0158	core	btuF	vitamin
KOIAIB_01488	511145.b1392	accessory	paaE	12-phenylacetyl-CoA
KOIAIB_01819	511145.b1706	core	selO	protein
KOIAIB_02532	511145.b2370	core	evgS	acid-sensing
KOIAIB_01158	511145.b1082	core	flgK	flagellar
KOIAIB_01325	511145.b1242	core	ychE	NAAT
KOIAIB_02024	511145.b1896	core	otsA	alphaalpha-trehalose-phosphate
KOIAIB_02789	511145.b2601	core	aroF	3-deoxy-7-phosphoheptulonate
KOIAIB_03610	511145.b3401	core	hslO	Hsp33
KOIAIB_00998	511145.b0926	core	group_8850	Uncharacterized
KOIAIB_02898	511145.b2715	accessory	ascF	PTS
KOIAIB_02963	511145.b2778	accessory	group_2724	UPF0603
KOIAIB_00069	511145.b0065	core	yabI	Inner
KOIAIB_04501	511145.b4206	core	oapA~~~ytfB	OapA
KOIAIB_03616	511145.b3407	core	yhgF	Protein
KOIAIB_01405	511145.b1316	core	ycjT	Kojibiose
KOIAIB_00161	511145.b0151	core	fhuC	Fe3+-hydroxamate
KOIAIB_03039	511145.b2847	accessory	yqeI	Uncharacterized
KOIAIB_01037	511145.b0964	core	yccT	Protein
KOIAIB_01139	511145.b1063	core	yceB	lipoprotein
KOIAIB_01338	511145.b1253	core	yciA	acyl-CoA
KOIAIB_00062	511145.b0060	core	polB	DNA
KOIAIB_02871	511145.b2688	core	gshA	glutamate--cysteine
KOIAIB_03926	511145.b3690	core	cbrA	colicin
KOIAIB_02046	511145.b1918	accessory	tcyL	cystine
KOIAIB_04014	511145.b3773	core	ilvY	HTH-type
KOIAIB_04283	511145.b4018	core	iclR	glyoxylate
KOIAIB_01657	511145.b1554	accessory	rrrQ	Lysozyme;putative
KOIAIB_01891	511145.b1774	accessory	ydjJ	Uncharacterized
KOIAIB_01129	511145.b1053	core	mdtG	multidrug
KOIAIB_03096	511145.b2903	core	gcvP	aminomethyl-transferring
KOIAIB_02344	511145.b2199	core	ccmC	Heme
KOIAIB_02585	511145.b2420	accessory	yfeS	Uncharacterized
KOIAIB_00135	511145.b0125	core	hpt	hypoxanthine
KOIAIB_00348	511145.b0321	core	mhpT~~~yahG	DUF1116
KOIAIB_01231	511145.b1156	accessory	group_3658	Prophage
KOIAIB_00335	511145.b0307	core	ykgF	LutB/LldF
KOIAIB_02415	511145.b2256	core	arnD	4-deoxy-4-formamido-L-arabinose-phosphoundecaprenol
KOIAIB_03443	511145.b3239	core	group_9140	Uncharacterized
KOIAIB_02686	511145.b2513	core	yfgM	ancillary
KOIAIB_03008	511145.b2820	core	recB	exodeoxyribonuclease
KOIAIB_04426	511145.b4135	core	yjdC	transcriptional
KOIAIB_04529	511145.b4232	core	fbp	class
KOIAIB_03059	511145.b2868	core	xdhC	xanthine
KOIAIB_00780	511145.b0722	core	sdhD	succinate
KOIAIB_00821	511145.b0761	accessory	group_8744	molybdenum-dependent
KOIAIB_01481	511145.b1385	accessory	feaB	phenylacetaldehyde
KOIAIB_04118	511145.b3868	core	glnG	nitrogen
KOIAIB_02514	511145.b2354	accessory	yfdK	Tail
KOIAIB_02721	511145.b2543	core	yphA	Inner
KOIAIB_02829	511145.b2644	accessory	ykfG~~~yfjY	UPF0758
KOIAIB_00557	511145.b0512	core	allB	allantoinase
KOIAIB_04186	511145.b3927	core	glpF	glycerol
KOIAIB_01845	511145.b1730	accessory	ydjO~~~gspK	Uncharacterized
KOIAIB_02082	511145.b1955	accessory	yedP	mannosyl-3-phosphoglycerate
KOIAIB_00216	511145.b0200	core	group_8526	D-glycero-beta-D-manno-heptose
KOIAIB_00642	511145.b0587	core	fepE~~~wzzfepE	LPS
KOIAIB_01688	511145.b1583	core	ynfB	DUF1283
KOIAIB_01788	511145.b1678	core	ldtE	LD-transpeptidase
KOIAIB_01889	511145.b1772	accessory	ydjH	hypothetical
KOIAIB_03434	511145.b3230	core	group_9131	30S
KOIAIB_03573	511145.b3363	core	ppiA	peptidylprolyl
KOIAIB_00150	511145.b0140	accessory	yadV	fimbrial
KOIAIB_00470	511145.b0430	core	cyoC	cytochrome
KOIAIB_00644	511145.b0589	core	fepG	iron-enterobactin
KOIAIB_02853	511145.b2672	core	ygaM	Uncharacterized
KOIAIB_02924	511145.b2740	accessory	gntP~~~ygbN	GntP
KOIAIB_03267	511145.b3067	core	rpoD	RNA
KOIAIB_04285	511145.b4020	core	nptA~~~yjbB	Na/Pi
KOIAIB_00690	511145.b0634	core	mrdB	peptidoglycan
KOIAIB_01771	511145.b1662	core	group_4576	riboflavin
KOIAIB_01940	511145.b1822	core	rlmA	23S
KOIAIB_00204	511145.b4406	core	yaeP	YaeP
KOIAIB_03620	511145.b3411	core	rpnA	recombination-promoting
KOIAIB_02919	511145.b2735	accessory	ygbI	DNA-binding
KOIAIB_03022	511145.b2833	core	ygdR	lipoprotein
KOIAIB_03089	511145.b2897	core	sdhE	FAD
KOIAIB_00577	511145.b0531	accessory	group_4390	type
KOIAIB_00710	511145.b0654	core	gltJ	glutamate/aspartate
KOIAIB_02749	511145.b2567	core	rnc	ribonuclease
KOIAIB_01095	511145.b1019	core	efeB	iron
KOIAIB_00648	511145.b0593	core	entC	isochorismate
KOIAIB_04436	511145.b4144	core	yjeI	Uncharacterized
KOIAIB_04503	511145.b4208	core	cycA	D-serine/D-alanine/glycine
KOIAIB_03476	511145.b3269	core	yhdX	Putative
KOIAIB_00231	511145.b0214	core	rnhA	ribonuclease
KOIAIB_00476	511145.b0436	core	tig	trigger
KOIAIB_00715	511145.b0658	core	group_8652	CNNM
KOIAIB_00915	511145.b0847	core	ybjL	aspartate:alanine
KOIAIB_03886	511145.b3654	core	xanP	xanthine/proton
KOIAIB_04105	511145.b3861	core	yihF	DUF945
KOIAIB_01341	511145.b1256	core	ompW	outer
KOIAIB_01605	511145.b1504	core	ydeS	Putative
KOIAIB_02157	511145.b2024	core	hisA	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide
KOIAIB_02363	511145.b2210	core	mqo	malate
KOIAIB_02701	511145.b2525	core	fdx	ISC
KOIAIB_02811	511145.b2624	accessory	group_7212	DNA-binding
KOIAIB_04062	511145.b3820	core	yigI	thioesterase
KOIAIB_00197	511145.b0183	core	rnhB	ribonuclease
KOIAIB_00378	511145.b0346	accessory	mhpR	DNA-binding
KOIAIB_01206	511145.b1130	core	group_8895	two-component
KOIAIB_01474	511145.b4529	core	ydbJ	Uncharacterized
KOIAIB_01540	511145.b1439	core	gntR~~~ydcR	Transcriptional
KOIAIB_00843	511145.b0781	core	moaA	GTP
KOIAIB_03459	511145.b3253	core	acuI	Putative
KOIAIB_03942	511145.b3703	core	rpmH	50S
KOIAIB_03975	511145.b3734	core	atpA	F0F1
KOIAIB_04243	511145.b3983	core	rplK	50S
KOIAIB_04431	511145.b4139	core	aspA	aspartate
KOIAIB_04548	511145.b4252	core	tabA	Toxin-antitoxin
KOIAIB_00060	511145.b0058	core	rluA	bifunctional
KOIAIB_01543	511145.b1442	core	ydcU	Inner
KOIAIB_01706	511145.b1600	core	mdtJ	multidrug/spermidine
KOIAIB_01808	511145.b1696	core	araC~~~ydiP	AraC
KOIAIB_04346	511145.b4070	core	nrfA	ammonia-forming
KOIAIB_01884	511145.b1767	core	ansA	asparaginase
KOIAIB_03464	511145.b3259	core	group_9152	50S
KOIAIB_03804	511145.b3575	core	yiaK	3-dehydro-L-gulonate
KOIAIB_01748	511145.b1641	core	slyB	outer
KOIAIB_01257	511145.b1182	accessory	hlyE	Hemolysin
KOIAIB_01493	511145.b1397	accessory	paaJ	bifunctional
KOIAIB_00506	511145.b0465	core	mscK	mechanosensitive
KOIAIB_02660	511145.b2488	accessory	hyfH	hydrogenase
KOIAIB_02974	511145.b2789	core	gudP	galactarate/glucarate/glycerate
KOIAIB_04191	511145.b3932	core	hslV	ATP-dependent
KOIAIB_02279	511145.b2135	core	yohC	Inner
KOIAIB_02548	511145.b2385	core	ypdF	aminopeptidase;Aminopeptidase
KOIAIB_03452	511145.b4472	core	group_9145	AsmA2
KOIAIB_01217	511145.b1141	accessory	group_8901	Prophage
KOIAIB_01282	511145.b1205	core	group_8934	stress-induced
KOIAIB_01518	511145.b1419	core	ydcA	Uncharacterized
KOIAIB_01583	511145.b1483	accessory	ddpF	putative
KOIAIB_01948	511145.b1831	core	proQ	RNA
KOIAIB_03396	511145.b3194	core	group_9108	lipid
KOIAIB_03504	511145.b3296	core	rpsD	30S
KOIAIB_03568	511145.b3359	core	argD	aminotransferase
KOIAIB_00776	511145.b0719	accessory	ybgD	hypothetical
KOIAIB_02952	511145.b2767	core	ygcO~~~fixX	Ferredoxin-like
KOIAIB_02168	511145.b2034	accessory	wbbI	beta-16-galactofuranosyltransferase
KOIAIB_01427	511145.b1336	accessory	abgT	Pump
KOIAIB_04435	511145.b4143	core	groL	chaperonin
KOIAIB_01132	511145.b1056	core	yceI	Protein
KOIAIB_01165	511145.b1089	core	rpmF	50S
KOIAIB_02638	511145.b4606	core	ypfM	protein
KOIAIB_02672	511145.b2500	core	purN	phosphoribosylglycinamide
KOIAIB_02921	511145.b2737	accessory	otnK	3-oxo-tetronate
KOIAIB_01024	511145.b0951	core	group_8861	intermembrane
KOIAIB_00920	511145.b0852	core	rimK	hypothetical
KOIAIB_04196	511145.b3937	core	yiiX	YiiX
KOIAIB_04198	511145.b3938	core	group_9176	met
KOIAIB_04240	511145.b3980	core	group_449	elongation
KOIAIB_02572	511145.b2408	accessory	ompK~~~yfeN	Outer
KOIAIB_04167	511145.b3910	core	yiiM	6-hydroxyaminopurine
KOIAIB_00609	511145.b0560	accessory	nohD	Propanediol
KOIAIB_00784	511145.b0726	core	sucA	2-oxoglutarate
KOIAIB_03954	511145.b3715	core	yieH	6-phosphogluconate
KOIAIB_04213	511145.b3954	core	yijO	Uncharacterized
KOIAIB_00976	511145.b0904	core	focA	formate
KOIAIB_01446	511145.b1351	accessory	racC	Protein
KOIAIB_01546	511145.b1445	core	ortT	orphan
KOIAIB_01578	511145.b1478	core	adhP	alcohol
KOIAIB_01811	511145.b1698	core	ydiR	electron
KOIAIB_03833	511145.b3602	core	yibL	YibL
KOIAIB_03311	511145.b4470	core	group_9056	UPF0597
KOIAIB_04332	511145.b4059	core	ssb1	single-stranded
KOIAIB_04411	511145.b4121	core	yjdF	Inner
KOIAIB_04414	511145.b4124	core	dcuR	two-component
KOIAIB_04033	511145.b4481	core	rffT	TDP-N-acetylfucosamine:lipid
KOIAIB_01581	511145.b1481	core	bdm	biofilm-dependent
KOIAIB_01423	511145.b1332	core	ynaJ	Uncharacterized
KOIAIB_03200	511145.b3002	core	group_9000	UPF0114
KOIAIB_01098	511145.b1021	accessory	pgaD	poly-beta-16-N-acetyl-D-glucosamine
KOIAIB_02859	511145.b2678	core	proW	glycine
KOIAIB_04329	511145.b4056	core	yjbQ	hypothetical
KOIAIB_04441	511145.b4411	core	group_9201	lipoprotein
KOIAIB_04476	511145.b4181	core	yjfI	Uncharacterized
KOIAIB_04643	511145.b4337	accessory	mdtM	multidrug
KOIAIB_04150	511145.b3897	accessory	frvR	putative
KOIAIB_02597	511145.b2431	core	yfeX	porphyrinogen
KOIAIB_01601	511145.b1500	core	safA	two-component
KOIAIB_03307	511145.b3104	accessory	yhaI	Inner
KOIAIB_00088	511145.b0082	core	rsmH	16S
KOIAIB_01367	511145.b1278	core	pgpB	phosphatidylglycerophosphatase
KOIAIB_00510	511145.b0469	core	apt	adenine
KOIAIB_00581	511145.b0535	accessory	fimZ~~~luxR	fimbria
KOIAIB_00755	511145.b0699	core	ybfA	Uncharacterized
KOIAIB_01366	511145.b1277	core	ribA	GTP
KOIAIB_04673	511145.b4367	core	fhuF	siderophore-iron
KOIAIB_04315	511145.b4043	core	group_4711	transcriptional
KOIAIB_04494	511145.b4199	core	yjfY	YdgH/BhsA/McbA-like
KOIAIB_04530	511145.b4233	core	mpl	UDP-N-acetylmuramate:L-alanyl-gamma-D-glutamyl-meso-diaminopimelate
KOIAIB_02230	511145.b2091	core	gatD	galactitol-1-phosphate
KOIAIB_02468	511145.b2307	core	hisM	Histidine/lysine/arginine/ornithine
KOIAIB_02671	511145.b2499	core	purM	Phosphoribosylformylglycinamidine
KOIAIB_04388	511145.b4106	core	phnC	phosphonate
KOIAIB_04702	511145.b4390	core	nadR	multifunctional
KOIAIB_00572	511145.b0526	core	cysS	cysteine--tRNA
KOIAIB_02501	511145.b2340	core	sixA	phosphohistidine
KOIAIB_02707	511145.b2531	core	iscR	Fe-S
KOIAIB_02850	511145.b2669	core	stpA	DNA-binding
KOIAIB_02987	511145.b2801	accessory	fucP	L-fucose:H+
KOIAIB_00674	511145.b0618	core	citC	[citrate
KOIAIB_01057	511145.b0983	accessory	group_8877	Putative
KOIAIB_00925	511145.b0857	core	group_8306	Putrescine
KOIAIB_03575	511145.b3365	core	nirB	NADPH-nitrite
KOIAIB_00550	511145.b0504	core	allS	HTH-type
KOIAIB_00831	511145.b0771	accessory	ybhJ	hydratase
KOIAIB_01035	511145.b0962	core	group_8869	DNA
KOIAIB_01178	511145.b1102	core	group_1294	Ferric-rhodotorulic
KOIAIB_00743	511145.b0687	core	group_8677	replication
KOIAIB_00885	511145.b0819	core	ldtB	LD-transpeptidase
KOIAIB_01121	511145.b1045	core	ymdB	Macro
KOIAIB_01219	511145.b1144	accessory	group_8903	Uncharacterized
KOIAIB_03969	511145.b3729	core	glmS	glutamine--fructose-6-phosphate
KOIAIB_01054	511145.b0980	core	appA	bifunctional
KOIAIB_03937	511145.b3700	core	recF	DNA
KOIAIB_02026	511145.b4460	core	group_2362	arabinose
KOIAIB_02134	511145.b2005	accessory	group_3182	Toxin
KOIAIB_02269	511145.b2126	core	btsS	two-component
KOIAIB_03131	511145.b2935	core	group_332	transketolase
KOIAIB_03515	511145.b3307	core	rpsN	30S
KOIAIB_03643	511145.b3434	core	yhgN	NAAT
KOIAIB_03745	511145.b3526	core	kdgK	2-dehydro-3-deoxygluconokinase
KOIAIB_00087	511145.b0081	core	mraZ	division/cell
KOIAIB_00230	511145.b0213	core	yafS	Uncharacterized
KOIAIB_00994	511145.b0922	core	group_8846	chromosome
KOIAIB_03031	511145.b2840	core	ygeA	amino
KOIAIB_03097	511145.b2904	core	gcvH	glycine
KOIAIB_01530	511145.b1430	core	tehB	tellurite
KOIAIB_03339	511145.b3140	core	group_9070	PTS
KOIAIB_04295	511145.b4028	core	yjbG	Uncharacterized
KOIAIB_04545	511145.b4248	accessory	ridA~~~yjgH	RidA
KOIAIB_04679	511145.b4372	core	holD	DNA
KOIAIB_03042	511145.b2849	accessory	yqeK	hypothetical
KOIAIB_03110	511145.b2914	core	rpiA	ribose-5-phosphate
KOIAIB_02175	511145.b2041	accessory	rfbB	dTDP-glucose
KOIAIB_04218	511145.b3959	core	group_9188	acetylglutamate
KOIAIB_04375	511145.b4093	core	phnO	aminoalkylphosphonate
KOIAIB_00940	511145.b0870	core	ltaE	Low
KOIAIB_02043	511145.b1915	accessory	yecF	DUF2594
KOIAIB_02076	511145.b1949	accessory	group_8963	flagellar
KOIAIB_02182	511145.b2047	accessory	group_871	undecaprenyl-phosphate
KOIAIB_01479	511145.b1383	core	ydbL	Uncharacterized
KOIAIB_00408	511145.b0369	core	hemB	porphobilinogen
KOIAIB_02960	511145.b2776	core	ygcE	FGGY-family
KOIAIB_00444	511145.b0404	core	acpH	ACP
KOIAIB_00844	511145.b0782	core	moaB	molybdenum
KOIAIB_00911	511145.b0844	core	ybjI	5-amino-6-(5-phospho-D-ribitylamino)uracil
KOIAIB_02017	511145.b1889	core	motB	Chemotaxis
KOIAIB_02325	511145.b2179	core	yejE	Inner
KOIAIB_02365	511145.b2212	core	alkB	DNA
KOIAIB_00006	511145.b0005	core	yaaX	Uncharacterized
KOIAIB_00112	511145.b0103	core	coaE	dephospho-CoA
KOIAIB_00288	511145.b0262	accessory	fbpC	ferric
KOIAIB_02814	511145.b2627	accessory	abpB	CP4-57
KOIAIB_01865	511145.b1748	core	astC	succinylornithine/acetylornithine
KOIAIB_03854	511145.b3623	accessory	waaU	Putative
KOIAIB_04257	511145.b3994	core	thiC	phosphomethylpyrimidine
KOIAIB_00383	511145.b0351	accessory	mhpF	acetaldehyde
KOIAIB_00770	511145.b0713	core	pxpA	5-oxoprolinase
KOIAIB_02564	511145.b2400	core	group_8982	glutamate--tRNA
KOIAIB_03123	511145.b2926	core	pgk	phosphoglycerate
KOIAIB_00919	511145.b0851	core	nfsA	oxygen-insensitive
KOIAIB_01154	511145.b1078	core	group_4021	flagellar
KOIAIB_00028	511145.b0027	core	lspA	signal
KOIAIB_00308	511145.b0280	accessory	yagN	Uncharacterized
KOIAIB_00342	511145.b0315	core	pdeL	Cyclic
KOIAIB_04217	511145.b3958	core	argC	N-acetyl-gamma-glutamyl-phosphate
KOIAIB_01563	511145.b1463	core	nhoA	N-hydroxyarylamine
KOIAIB_01895	511145.b1778	core	msrB	Peptide
KOIAIB_02272	511145.b2128	core	yehW	glycine
KOIAIB_02305	511145.b2160	core	yeiI	sugar
KOIAIB_04424	511145.b4133	core	cadC	lysine
KOIAIB_01020	511145.b0947	core	ycbX	6-N-hydroxylaminopurine
KOIAIB_02984	511145.b2798	core	xni	flap
KOIAIB_03192	511145.b2995	core	hybB	Ni/Fe-hydrogenase
KOIAIB_02287	511145.b2143	core	cdd	cytidine
